Gene	Protein.names	Glucose	Glucose1	Glucose2	Glucose3	Glucose4	NoGlucose	NoGlucose1	NoGlucose2	NoGlucose3	NoGlucose4
ESYT2	Extended synaptotagmin-2	13.1424139446789	13.4152002626062	13.3668253523867	13.2290248649871	13.2986885494518	13.5238618384535	13.4866353085558	13.6791736425937	13.7956514058193	13.2713467319036
ESYT2	Extended synaptotagmin-2	14.762566439115	14.8048555185076	14.9842368578954	14.7992959841912	14.5525400708213	15.0319318856707	14.8293414147643	14.8834947495394	14.9833888517951	14.9170891944416
MED19	Mediator of RNA polymerase II transcription subunit 19	11.6081358566244	11.4932764365993	11.8748740983325	12.287181553541	11.9635302662655	11.8748740983325	12.1191643455118	13.9038510927405	11.9362577036649	12.3182002933611
C1orf226	Uncharacterized protein C1orf226	12.2535036629297	12.5200431846936	12.2041262454749	12.4164140930442	12.5005398086659	12.3033970847544	12.0739028887081	12.1474759729967	11.8627957530405	12.0857729297614
C1orf226	Uncharacterized protein C1orf226	13.0226143022802	13.3073514480915	12.8090413749482	12.7505295244357	12.7638000139184	12.8383365036574	13.1007985138969	13.0327670431126	12.9051239295693	12.797355772037
C1orf226	Uncharacterized protein C1orf226	13.4282242391765	13.7192375858622	13.8405471391528	14.0194311491917	13.5705220591571	13.4775874487851	13.4683038945702	13.3856075321532	13.3382842181168	13.4976311554925
PLEKHG3	Pleckstrin homology domain-containing family G member 3	11.7949946591896	11.3255686270664	11.6040486417439	11.5231271847103	11.8041847630341	11.5992454863483	11.4434136184503	12.0285345907975	11.6815081356014	11.3557514924474
PLEKHG3	Pleckstrin homology domain-containing family G member 3	13.481570460654	13.7363809321609	13.5143233246725	13.2011246484717	13.3044286755131	13.8228636038539	14.0002530272184	14.2837665943544	13.6233874710563	13.4929822001956
PLEKHG3	Pleckstrin homology domain-containing family G member 3	12.7781035935297	12.9961040288013	12.8460833995619	13.1995093819566	12.7521693075659	12.8802128338918	12.5841500007437	12.8263774826306	12.8658806033857	13.2050318175094
PLEKHG3	Pleckstrin homology domain-containing family G member 3	13.2656171838004	12.8786948843645	13.2749942332623	13.4213399867728	13.1110438283132	13.4691474776655	13.358158896418	13.2157080905835	13.5221683536343	13.55029468905
CXorf23	Uncharacterized protein CXorf23	12.033366595648	11.2661721311432	12.1689065487084	11.5567410903988	11.3956501715198	12.0564873831632	12.0397639346397	12.0362986594943	11.8522376697582	11.8522376697582
CXorf23	Uncharacterized protein CXorf23	15.1061070644304	14.6736792905622	14.8340427083144	14.8048555185076	14.7108857403258	14.9282120041479	14.7474305543614	14.8352479579013	14.8143690663106	14.4905888244749
CXorf23	Uncharacterized protein CXorf23	13.7585689018438	12.8634650849029	13.7860504954387	13.70848916476	13.5770862690754	13.6440278587735	13.6783092947915	13.4832107766355	13.4417733220602	13.7686636856133
